anchor_id,anchor_source,anchor_name,address,lat,lng,store_type,open_year,open_years,catchment_side_m,store_area_sqft,store_area_m2,seats,is_inside_sc,biz_zone,location_type,prefecture_en,prefecture_jp,municipality_en,municipality_jp,density_tier,shinkansen_served_municipality,starbucks_in_500m_sq_cnt,starbucks_cnt_1km,starbucks_cnt_3km,starbucks_cnt_5km,tullys_in_500m_sq_cnt,tullys_cnt_1km,tullys_cnt_3km,tullys_cnt_5km,tea_brands_in_500m_sq_cnt,tea_brands_cnt_1km,tea_brands_cnt_3km,tea_brands_cnt_5km,mister_donut_in_500m_sq_cnt,mister_donut_cnt_1km,mister_donut_cnt_3km,mister_donut_cnt_5km,competitors_in_500m_sq_cnt,competitors_cnt_1km,competitors_cnt_3km,competitors_cnt_5km,gongcha_in_500m_sq_cnt,gongcha_cnt_1km,gongcha_cnt_3km,gongcha_cnt_5km,nearest_gongcha_id,nearest_gongcha_dist_km,gongcha_inside_sc_in_500m_sq_cnt,gongcha_inside_sc_cnt_1km,gongcha_inside_sc_cnt_3km,gongcha_inside_sc_cnt_5km,gongcha_outside_sc_in_500m_sq_cnt,gongcha_outside_sc_cnt_1km,gongcha_outside_sc_cnt_3km,gongcha_outside_sc_cnt_5km,sc_in_500m_sq_cnt,sc_cnt_1km,sc_cnt_3km,sc_cnt_5km,sc_sales_floor_m2_sum_in_500m_sq,sc_sales_mn_jpy_sum_in_500m_sq,sc_sales_floor_m2_sum_1km,sc_sales_mn_jpy_sum_1km,sc_sales_floor_m2_sum_3km,sc_sales_mn_jpy_sum_3km,sc_sales_floor_m2_sum_5km,sc_sales_mn_jpy_sum_5km,stations_in_500m_sq_cnt,stations_cnt_1km,stations_cnt_3km,stations_cnt_5km,nearest_stations_id,nearest_stations_dist_km,stations_passengers_2019_sum_in_500m_sq,stations_passengers_2024_sum_in_500m_sq,stations_passengers_2019_sum_1km,stations_passengers_2024_sum_1km,stations_passengers_2019_sum_3km,stations_passengers_2024_sum_3km,stations_passengers_2019_sum_5km,stations_passengers_2024_sum_5km,shinkansen_in_500m_sq_cnt,shinkansen_cnt_1km,shinkansen_cnt_3km,shinkansen_cnt_5km,nearest_shinkansen_id,nearest_shinkansen_dist_km,schools_in_500m_sq_cnt,schools_cnt_1km,schools_cnt_3km,schools_cnt_5km,schools_university_in_500m_sq_cnt,schools_university_cnt_1km,schools_university_cnt_3km,schools_university_cnt_5km,schools_high_school_in_500m_sq_cnt,schools_high_school_cnt_1km,schools_high_school_cnt_3km,schools_high_school_cnt_5km,schools_vocational_in_500m_sq_cnt,schools_vocational_cnt_1km,schools_vocational_cnt_3km,schools_vocational_cnt_5km,pop_total_500m,pop_female_total_500m,households_total_500m,household_income_avg_500m,beverages_total_500m,beverages_tea_500m,beverages_tea_drinks_500m,pop_age_10_14_500m,pop_age_15_19_500m,pop_age_20_24_500m,pop_age_25_29_500m,pop_age_30_34_500m,female_10_14_500m,female_15_19_500m,female_20_24_500m,female_25_29_500m,female_30_34_500m,women_10_29_500m,foot_traffic_in_500m_sq_cnt,foot_traffic_cnt_1km,foot_traffic_cnt_3km,foot_traffic_cnt_5km,foot_traffic_pop_2019_all_alltime_sum_in_500m_sq,foot_traffic_pop_2019_all_nighttime_sum_in_500m_sq,foot_traffic_pop_2019_weekday_daytime_sum_in_500m_sq,foot_traffic_pop_2019_weekend_daytime_sum_in_500m_sq,foot_traffic_pop_2021_all_alltime_sum_in_500m_sq,foot_traffic_pop_2021_all_nighttime_sum_in_500m_sq,foot_traffic_pop_2021_weekday_daytime_sum_in_500m_sq,foot_traffic_pop_2021_weekend_daytime_sum_in_500m_sq,foot_traffic_pop_2019_all_alltime_sum_1km,foot_traffic_pop_2019_all_nighttime_sum_1km,foot_traffic_pop_2019_weekday_daytime_sum_1km,foot_traffic_pop_2019_weekend_daytime_sum_1km,foot_traffic_pop_2021_all_alltime_sum_1km,foot_traffic_pop_2021_all_nighttime_sum_1km,foot_traffic_pop_2021_weekday_daytime_sum_1km,foot_traffic_pop_2021_weekend_daytime_sum_1km,foot_traffic_pop_2019_all_alltime_sum_3km,foot_traffic_pop_2019_all_nighttime_sum_3km,foot_traffic_pop_2019_weekday_daytime_sum_3km,foot_traffic_pop_2019_weekend_daytime_sum_3km,foot_traffic_pop_2021_all_alltime_sum_3km,foot_traffic_pop_2021_all_nighttime_sum_3km,foot_traffic_pop_2021_weekday_daytime_sum_3km,foot_traffic_pop_2021_weekend_daytime_sum_3km,foot_traffic_pop_2019_all_alltime_sum_5km,foot_traffic_pop_2019_all_nighttime_sum_5km,foot_traffic_pop_2019_weekday_daytime_sum_5km,foot_traffic_pop_2019_weekend_daytime_sum_5km,foot_traffic_pop_2021_all_alltime_sum_5km,foot_traffic_pop_2021_all_nighttime_sum_5km,foot_traffic_pop_2021_weekday_daytime_sum_5km,foot_traffic_pop_2021_weekend_daytime_sum_5km
gc_1374,gongcha_existing,LaLaport NAGOYA minato AQULS,"LaLaport Nagoya, 2-3-2, Komei, Minato-ku, Nagoya-shi",35.1087372,136.8825914,FC,2018.0,7.638603696098563,500,687.6077056211999,63.88081867532633,20.0,1,Suburbs SC,Shopping Center, Aichi,愛知県,Minato-ku,港区,low_density,1,2.0,2,2,12,0.0,0,0,2,0.0,0,1,1,1.0,1,1,6,3.0,3,4,21,0.0,0,0,1,gc_1498,4.260475930164629,0.0,0,0,1,0.0,0,0,0,1.0,2,6,14,59500.0,27200.0,71856.0,27200.0,144211.0,27200.0,298167.0,35029.0,0.0,3,14,40,stn_9405,0.3190439801533547,0.0,0.0,34502.0,30485.0,135115.0,124051.0,824388.0,784514.0,0.0,0,0,0,stn_5746,6.8680808983454105,0.0,10,59,161,0.0,0,4,7,0.0,0,2,8,0.0,2,8,23,189,87,86.2,5150232,4844572,1108243,700502,11,9,6,4,12,5,6,3,2,6,16,0.0,2,26,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26355.166666666664,20083.833333333332,15339.416666666668,15358.083333333334,21952.583333333332,18263.916666666668,15676.166666666668,15696.0,182027.91666666666,172059.8333333333,170425.08333333334,169050.0,164044.5,161056.16666666666,165719.08333333334,163548.5833333333,494895.3333333334,480244.5833333334,474721.41515151516,471389.68333333335,485756.1666666666,477025.78787878784,479443.3787878788,475220.25
gc_1428,gongcha_existing,TOKYO STATION CITY GRANROOF FRONT,"TOKYO STATION CITY GRANROOF FRONT, 1-9-1, Marunouchi, Chiyoda-ku",35.6806559,139.7688312,FC,2020.0,5.475701574264202,500,1596.0529225368,148.27810466243633,41.0,1,Terminal,Commercial building, Tokyo,東京都,Chuo-ku,中央区,low_density,1,5.0,37,91,148,1.0,18,61,90,0.0,1,2,4,0.0,0,3,9,6.0,56,157,251,0.0,1,4,12,gc_1392,0.9401334488469069,0.0,1,3,10,0.0,0,1,2,4.0,28,53,83,85577.58,30675.0,396948.16000000003,91861.0,663347.1599999999,124925.0,1172289.1600000001,296549.0,2.0,17,90,165,stn_5736,0.09556547098355361,1122806.0,1063372.0,3294561.0,2795169.0,11152203.0,8987743.0,16773720.0,13711331.0,2.0,2,2,3,stn_7687,0.09556547098355361,1.0,9,206,532,0.0,2,30,62,0.0,0,29,72,0.0,2,54,106,22,12,8.3,9024096,846556,194843,119775,0,0,0,2,1,0,0,1,1,0,2,1.0,2,27,77,133930.83333333334,82447.25,46653.5,41585.416666666664,78588.5,47902.0,43174.916666666664,36758.833333333336,190520.75,118359.0,81338.91666666666,70684.08333333333,118230.16666666666,73936.66666666667,80817.41666666666,67288.75,1114401.5,813790.5833333334,696653.4166666667,647104.4166666666,802774.75,616615.0833333334,674403.3333333334,608676.8333333333,2276847.916666667,1826965.0,1672617.5,1594690.6666666665,1791941.9166666667,1523268.5833333333,1631544.5,1527229.333333333
gc_1331,gongcha_existing,Kyoto Station The CUBE,"Kyoto PORTA ,B2F, Kyoto Station The CUBE, 901, Higashishiokojicho, Karasuma-tori, Shimogyo-ku, Kyoto-shi",34.9858556,135.7587624,DOS,2021.0,5.338809034907597,500,1010.976918588,93.92278866758096,30.0,1,Urban SC,Commercial building, Kyoto,京都府,Shimogyo-ku,下京区,low_density,1,6.0,7,28,34,0.0,1,7,9,0.0,0,0,0,2.0,2,3,5,8.0,10,38,48,0.0,1,3,4,gc_1490,0.524333032626926,0.0,1,2,3,0.0,0,1,1,2.0,5,15,19,18120.0,31888.0,122120.0,31888.0,261744.1,31888.0,339192.1,31888.0,4.0,7,34,57,stn_4343,0.029159051805914684,675559.0,638631.0,704391.0,667877.0,1463408.0,1399968.0,1794847.0,1717102.0,1.0,1,1,1,stn_5748,0.13947796277190583,1.0,20,127,307,0.0,1,7,24,0.0,1,14,33,1.0,11,40,67,18,11,8.1,4641975,347015,68178,41024,0,1,1,1,1,0,0,1,1,1,2,0.0,3,27,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113404.25,90386.08333333333,55297.833333333336,57657.25,93352.33333333333,73341.08333333333,50523.5,51590.99999999999,493324.1666666666,425761.6666666666,334413.75,342134.0,438720.6666666666,381473.0,321523.0,324298.5833333334,925008.3333333333,847334.9166666666,750748.0277777779,758399.611111111,859495.8,798742.4166666666,743406.1666666667,744075.5
gc_1472,gongcha_existing,LaLaport EBINA,"1F, LaLaport EBINA, 13-1, Ogi-cho, Ebina-shi",35.4555835,139.3891319,FC,2022.0,3.980835044490075,500,398.2962257274,37.00291425875264,,1,Suburbs SC,Shopping Center, Kanagawa,神奈川県,Ebina City,海老名市,low_density,0,1.0,5,8,9,1.0,1,2,2,0.0,0,0,0,1.0,1,2,2,3.0,7,12,13,0.0,0,0,0,gc_1362,9.534945470386365,0.0,0,0,0,0.0,0,0,0,1.0,5,8,13,51000.0,42100.0,169804.0,58608.0,223126.78,74323.0,300104.78,77466.0,1.0,3,9,13,stn_7342,0.15127076006641227,28254.0,28452.0,303837.0,275368.0,529141.0,471024.0,580824.0,519450.0,0.0,0,0,0,stn_5738,21.476215119128376,0.0,2,44,112,0.0,0,0,2,0.0,0,3,12,0.0,0,5,7,1802,915,683.0,5791728,38213861,9554218,5119445,107,33,32,43,149,62,20,18,19,83,119,0.0,3,27,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46499.25,36656.5,28860.166666666668,28536.583333333332,43657.41666666667,37117.83333333333,32472.583333333332,32408.166666666668,185985.8333333333,183032.33333333337,177314.83333333334,177092.41666666663,191018.5,187246.0,181603.5,182042.0,393299.0833333334,397038.58333333326,398483.9166666667,397455.9166666666,403839.5,401543.0833333334,397600.5833333333,397668.8333333334
gc_1329,gongcha_existing,LaLaport Toyosu,"1F, LaLaport TOYOSU, 2-4-9, Toyosu, Koto-ku",35.6556632,139.7924528,DOS,2020.0,5.963039014373717,500,358.1439509466,33.27264747479198,,1,Suburbs SC,Shopping Center, Tokyo,東京都,Koto-ku,江東区,low_density,0,3.0,6,23,95,0.0,3,20,73,0.0,0,0,2,0.0,1,3,7,3.0,10,46,177,0.0,0,0,5,gc_1368,3.442550176055574,0.0,0,0,5,0.0,0,0,0,1.0,3,14,67,68000.0,52000.0,101309.0,52000.0,295430.0,53575.0,1130351.16,257900.0,0.0,3,30,108,stn_6200,0.32496300879566364,0.0,0.0,263555.0,256695.0,1843300.0,1600141.0,10917483.0,8945167.0,0.0,0,0,2,stn_7687,3.5941738601143203,0.0,14,86,235,0.0,1,7,15,0.0,3,7,26,0.0,0,8,31,533,284,190.6,7213799,12103084,2705969,1579146,35,42,32,18,16,18,22,16,11,9,67,1.0,2,28,76,34984.583333333336,25559.75,23053.75,21376.166666666668,29534.25,23105.333333333332,24320.333333333332,22473.25,46503.66666666667,37708.25,36960.25,34819.333333333336,42165.583333333336,36766.916666666664,39499.416666666664,37334.166666666664,524273.0,440604.25,426906.75,411349.0833333333,444184.9166666666,396497.0,418916.3333333334,400229.3333333334,1515688.3333333335,1210547.893939394,1127538.8333333335,1066968.4166666667,1195536.833333333,1012683.3283549785,1101897.1666666665,1025663.2142857142
gc_1325,gongcha_existing,LINKS UMEDA,"4F, LINKS UMEDA, 1-1, Ofukacho, Kita-ku, Osaka-shi",34.7046023,135.4962013,DOS,2019.0,6.505133470225872,500,1532.9564907383997,142.41625685906953,30.0,1,Urban SC,Commercial building, Osaka,大阪府,Kita-ku,北区,low_density,1,10.0,32,46,79,5.0,19,26,39,1.0,2,2,2,1.0,5,11,20,17.0,58,85,140,2.0,3,3,6,gc_1324,0.07468648293723355,2.0,2,2,5,0.0,1,1,1,5.0,21,30,57,190415.0,190909.0,379177.0,256872.0,477579.87,271656.0,921980.8700000001,439602.0,2.0,10,46,113,stn_4994,0.21259723385941476,955184.0,872286.0,2424273.0,2204434.0,4236890.0,3887583.0,7536119.0,7083901.0,0.0,0,0,2,stn_5753,3.252227466611711,0.0,41,196,440,0.0,5,7,10,0.0,1,18,38,0.0,28,79,124,39,18,33.2,5552711,2041262,376698,261288,0,0,0,1,2,0,0,0,0,0,0,0.0,3,27,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319744.5833333334,222720.25,94754.08333333334,100549.41666666666,251813.75,168940.75,81474.58333333333,82904.41666666666,886838.5,715166.0833333333,550842.5833333333,544298.5833333334,758997.8333333334,617650.4166666666,525256.6666666667,510786.3333333334,1889405.3333333335,1648515.6666666665,1374657.8333333335,1374371.8333333333,1689628.3333333333,1494108.6666666667,1341530.9166666667,1326198.4166666665
gc_1498,gongcha_existing,ASUNAL KANAYAMA,"1F, ASUNAL KANAYAMA, 1-17-1, Kanayama, Naka-ku, Nagoya-shi, Aichi",35.1439772,136.9009805,FC,2023.0,2.6557152635181382,500,305.0855878434,28.34336636741539,,1,Urban SC,Commercial building, Aichi,愛知県,Naka-ku,中区,low_density,1,3.0,4,21,47,1.0,1,4,9,0.0,0,1,1,1.0,1,2,10,5.0,6,28,67,0.0,0,3,6,gc_1529,2.8179399912888106,0.0,0,3,6,0.0,0,0,0,1.0,1,22,41,8700.0,7829.0,8700.0,7829.0,249499.67,43800.0,650163.5700000001,107754.0,3.0,5,24,77,stn_5733,0.07677971206802733,478556.0,460811.0,501522.0,485587.0,1178164.0,1146225.0,3270466.0,3135500.0,0.0,0,0,1,stn_5746,3.4603093376997656,0.0,17,124,349,0.0,0,13,21,0.0,1,9,22,0.0,9,37,110,623,298,445.1,5432936,21782903,5101489,3362167,9,16,55,48,47,3,7,35,21,18,66,0.0,4,26,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72737.08333333334,65080.25,54510.833333333336,54142.916666666664,72820.5,64125.33333333333,57387.33333333333,56512.58333333333,389846.6666666667,330979.1666666667,285807.5,284107.0833333333,363901.0833333334,317010.1666666666,288809.8333333333,285043.0833333334,1110525.4166666667,976707.3333333333,852452.3333333333,849165.25,1033914.75,920649.9166666667,856948.75,844448.5833333333
gc_1424,gongcha_existing,SAN STATION TERRACE OKAYAMA,"1F, SAN STATION TERRACE OKAYAMA, 1-1, Ekimotomachi, Kita-ku Okayama-shi",34.666086,133.9188068,FC,2020.0,5.670088980150582,500,516.9605378028,48.02718484349353,11.0,1,Terminal,Terminal, Okayama,岡山県,Kita-ku,北区,low_density,1,2.0,5,7,11,1.0,2,2,3,0.0,0,0,0,0.0,1,2,3,3.0,8,11,17,0.0,0,0,0,gc_1557,15.76220441807503,0.0,0,0,0,0.0,0,0,0,2.0,6,10,13,19960.0,20756.0,140899.37,20756.0,173889.37,20756.0,197491.12,20756.0,2.0,6,22,26,stn_502,0.102370570083194,145931.0,141387.0,147513.0,142521.0,174165.0,166435.0,194519.0,187087.0,1.0,1,1,1,stn_4040,0.0715359865832513,0.0,26,97,155,0.0,2,8,11,0.0,2,14,18,0.0,12,22,29,165,86,104.5,4476077,5239690,884204,557763,4,5,9,13,15,2,3,4,7,7,16,0.0,2,26,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78387.75,64732.66666666667,42801.833333333336,44332.666666666664,71782.5,56655.83333333333,40408.583333333336,41049.5,268630.0833333333,245821.5,223161.9166666667,223066.41666666666,265848.1666666667,244726.4166666667,232371.1666666667,230686.25,436641.0833333334,414897.8333333334,395308.0,394471.24047619046,432547.50757575757,408644.53787878784,395822.0595238095,393556.2777777778
gc_1425,gongcha_existing,LaLaport SHONAN HIRATSUKA,"2F, LaLaport SHONAN HIRATSUKA, 10-1, Amanuma, Hiratsuka-shi",35.3364995,139.3552005,FC,2020.0,5.664613278576318,500,935.3329009206,86.8952324942265,30.0,1,Suburbs SC,Shopping Center, Kanagawa,神奈川県,Hiratsuka City,平塚市,low_density,0,1.0,1,2,5,1.0,2,2,3,0.0,0,0,0,1.0,1,1,2,3.0,4,5,10,0.0,0,0,0,gc_1360,8.326998088950049,0.0,0,0,0,0.0,0,0,0,1.0,3,5,12,60000.0,34200.0,95154.0,34200.0,120900.0,47996.0,220606.35,62748.0,0.0,0,1,6,stn_7653,1.1538476062224445,0.0,0.0,0.0,0.0,123614.0,113340.0,283640.0,257836.0,0.0,0,0,0,stn_5739,20.26320206428643,1.0,6,52,113,0.0,0,0,0,0.0,0,6,11,0.0,0,7,8,1514,747,650.8,5091656,32945906,8266885,4458928,74,104,87,62,55,33,50,37,33,25,153,1.0,2,28,67,15815.0,10694.083333333334,7142.916666666667,7257.666666666667,14770.916666666666,10878.916666666666,8730.833333333334,8717.583333333334,37151.91666666667,29434.75,24392.75,24257.333333333336,35322.916666666664,29518.583333333336,26267.75,26183.666666666664,183865.1666666667,180738.9166666667,179491.25,179216.25,192410.16666666666,189569.25,188531.0,188314.75,347988.25,351148.9166666666,353350.6666666666,353643.25,364906.25,365498.0833333333,363852.5833333333,364770.27777777775
gc_1499,gongcha_existing,AEON MALL KAKAMIGAHARA,"1F, AEON MALL KAKAMIGAHARA, 3-8, Naka Kayabacho, kakamigahara-shi, Gifu",35.3924558,136.8232036,FC,2023.0,2.598220396988364,500,1080.884897001,100.41744958608389,,1,Suburbs SC,Shopping Center, Gifu,岐阜県,Kakamigahara City,各務原市,low_density,0,1.0,1,1,2,0.0,0,0,0,0.0,0,0,0,1.0,1,1,1,2.0,2,2,3,0.0,0,0,0,gc_1572,10.321975227188785,0.0,0,0,0,0.0,0,0,0,1.0,1,2,3,77000.0,0.0,77000.0,0.0,81425.0,0.0,92176.0,0.0,0.0,1,9,14,stn_9504,0.7780241758821872,0.0,0.0,1547.0,1522.0,17420.0,16427.0,30989.0,30411.0,0.0,0,0,0,stn_5745,15.104593812050574,0.0,1,28,63,0.0,0,1,3,0.0,0,4,6,0.0,0,3,4,14,6,6.0,5483333,343080,77873,51951,0,1,0,1,0,0,0,0,0,0,0,0.0,4,26,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23600.833333333332,16824.75,10357.75,10596.583333333332,22050.583333333332,16636.916666666664,12157.75,12293.5,75972.75,69141.5,62937.33333333333,63480.58333333333,78258.41666666666,73385.25,69829.5303030303,70106.11363636365,172026.83333333334,169226.1666666667,166911.5,167392.0,177420.25,175475.0833333333,171816.86363636362,172772.44696969696
gc_1494,gongcha_existing,LaLaport FUJIMI,"1F, LaLaport FUJIMI, 1-1313, Yamamuro, Fujimi Shi, Saitama",35.8588101,139.5486063,FC,2023.0,2.798083504449008,500,487.20483417059995,45.26279070895125,14.0,1,Suburbs SC,Commercial building, Saitama,埼玉県,Fujimi City,富士見市,low_density,0,2.0,2,3,8,0.0,0,1,2,0.0,0,0,2,1.0,1,1,4,3.0,3,5,16,0.0,0,0,1,gc_1333,4.316077966106155,0.0,0,0,1,0.0,0,0,0,1.0,1,3,11,80000.0,54500.0,80000.0,54500.0,92228.0,54500.0,234023.5,66697.0,0.0,0,3,6,stn_8330,1.6834270175945198,0.0,0.0,0.0,0.0,158199.0,147850.0,339589.0,313496.0,0.0,0,0,0,stn_6949,8.532970642537549,0.0,4,45,122,0.0,0,0,4,0.0,0,1,12,0.0,0,1,3,43,22,13.2,5564394,777068,172948,110263,2,2,2,2,2,1,1,1,1,1,4,0.0,4,28,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27466.583333333332,21137.750000000004,15973.083333333334,16289.5,21839.416666666668,17353.416666666664,14330.833333333334,14484.416666666668,145765.41666666666,150848.0833333333,155270.1547619048,155599.91666666666,147607.0,151621.0,152146.8333333333,153090.16666666666,336866.33333333326,356052.0833333334,370645.65476190473,371660.9285714286,356105.08333333326,369129.9166666666,371489.64285714284,374323.61111111107
gc_1512,gongcha_existing,AEON MALL OTA,"1F, AEON MALL OTA, 81, Ishihara-cho, ota-shi, Gunma",36.29411,139.4005458,FC,2024.0,2.088980150581793,500,974.7681707946,90.55888737133073,24.0,1,Suburbs SC,Shopping Center, Gunma,群馬県,Ota City,太田市,low_density,0,2.0,2,4,5,0.0,0,0,0,0.0,0,0,0,1.0,1,1,1,3.0,3,5,6,0.0,0,0,0,gc_1452,15.822882712698547,0.0,0,0,0,0.0,0,0,0,1.0,1,2,4,76000.0,0.0,76000.0,0.0,95235.0,0.0,136302.62,0.0,0.0,0,3,9,stn_8207,1.5705828005042863,0.0,0.0,0.0,0.0,14654.0,13354.0,22449.0,20319.0,0.0,0,0,0,stn_6950,17.219662152553063,0.0,4,38,79,0.0,0,1,2,0.0,1,4,8,0.0,0,8,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,27,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17082.5,14060.5,12108.166666666668,11936.416666666668,15605.0,13131.833333333334,10192.833333333332,10470.916666666666,76184.58333333334,74347.16666666666,73955.5,73386.75,72775.99242424243,70106.75,68796.48333333334,68560.08030303029,173789.93181818182,169824.58333333337,169994.8333333333,168685.4621212121,176547.57575757577,170772.32575757575,168455.85909090907,167668.00411255413
gc_1352,gongcha_existing,YOKOHAMA　WORLD PORTERS,"1F, YOKOHAMA WORLD PORTERS, 2-2-1, Shinko, Naka-ku,Yokohama-Shi, Kanagawa",35.4541899,139.6382318,DOS,2024.0,1.8535249828884328,500,433.787968614,40.30020364814644,,1,Urban SC,Commercial building, Kanagawa,神奈川県,Naka-ku,中区,low_density,1,1.0,12,29,30,1.0,9,19,22,0.0,1,4,4,0.0,1,4,7,2.0,23,56,63,0.0,1,4,4,gc_1525,0.6431019289755714,0.0,1,4,4,0.0,0,0,0,1.0,10,27,31,37700.0,0.0,198213.97999999998,60387.0,560004.98,197962.0,647285.98,197962.0,0.0,6,30,51,stn_445,0.4931821435934294,0.0,0.0,387696.0,342877.0,3027633.0,2764603.0,3591070.0,3237231.0,0.0,0,0,0,stn_5738,6.196737274198035,0.0,2,113,246,0.0,1,6,8,0.0,0,8,27,0.0,0,36,42,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,28,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85781.83333333333,51256.916666666664,25372.333333333336,25727.666666666664,57417.5,37854.0,27651.916666666668,26532.166666666668,585954.5,466848.4166666667,368775.6666666666,368088.8333333333,486625.06818181823,402121.11363636365,357951.2142857143,351847.0666666667,951484.5,860115.8333333333,789820.3863636364,787816.4166666667,872278.7348484849,815635.1136363638,790998.7976190478,784767.8166666667
gc_1497,gongcha_existing,AEON MALL URAWAMISONO,"1F, AEON MALL URAWAMISONO, 5-50-1, Misono, Midori-ku, Saitama-shi, Saitama",35.8903843,139.7317537,FC,2023.0,2.6365503080082138,500,1228.2294053484,114.1061964450824,45.0,1,Suburbs SC,Shopping Center, Saitama,埼玉県,Midori-ku,緑区,low_density,0,1.0,1,1,2,0.0,0,1,1,0.0,0,0,0,1.0,1,1,3,2.0,2,3,6,0.0,0,0,0,gc_1555,6.626035408177034,0.0,0,0,0,0.0,0,0,0,1.0,1,2,4,62000.0,0.0,62000.0,0.0,68722.21,0.0,82181.21,0.0,0.0,1,3,7,stn_2389,0.5090559260454751,0.0,0.0,22500.0,25400.0,129046.0,137314.0,307245.0,305446.0,0.0,0,0,0,stn_6949,9.948377682716801,0.0,3,24,98,0.0,0,1,7,0.0,0,2,10,0.0,0,0,3,544,272,177.2,6154910,11925115,2657328,1698014,49,44,24,17,29,22,21,13,10,15,66,0.0,2,26,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26381.0,23471.333333333336,20539.0,20736.166666666664,26642.583333333336,24561.5,21903.166666666664,22334.916666666664,98640.25,92940.91666666666,87445.08333333333,87902.5,98201.91666666667,95342.58333333333,89851.08333333334,90941.16666666667,292582.25,299308.4166666667,303698.75,304154.5833333333,300255.9166666667,306122.1666666666,303501.8333333333,305654.3333333334
gc_1491,gongcha_existing,KEIKYU KAWASAKI,"1F,Wing kitchin KEIKYU KAWASAKI,1-3-1,Isago,Kawasaki-ku,Kawasaki-shi,Kanagawa",35.5321825,139.7006019,FC,2023.0,2.8966461327857638,500,485.05381945019997,45.062954988381925,14.0,1,Terminal,Terminal, Kanagawa,神奈川県,Kawasaki-ku,川崎区,low_density,0,1.0,7,7,13,1.0,5,6,14,1.0,1,1,3,2.0,3,4,9,5.0,16,18,39,0.0,2,2,2,gc_1554,0.27811313563707346,0.0,2,2,2,0.0,0,0,0,4.0,10,15,24,50798.59,21937.0,240291.59,143768.0,321957.58999999997,143768.0,422647.88,143768.0,1.0,2,15,47,stn_899,0.09696687024545918,132524.0,123389.0,561726.0,512171.0,762261.0,700208.0,1910260.0,1745677.0,0.0,0,0,0,stn_5738,8.000258050086074,2.0,14,108,242,1.0,1,3,7,0.0,0,6,21,1.0,3,6,18,1782,798,1111.2,5386159,62334787,16574955,10000332,36,49,63,111,162,20,23,31,58,75,132,0.0,4,27,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155131.41666666666,130869.5,112711.25,110982.75,143825.91666666666,122413.91666666666,111757.58333333334,109976.25,467784.5833333333,472560.0,483594.83333333326,480418.5,478580.75,479850.9166666666,483312.0,481885.1666666667,910299.1666666665,943624.4166666667,994846.75,986415.25,936873.25,959508.3333333334,989013.4166666667,983760.3333333334
gc_1330,gongcha_existing,GRANDUO Tachikawa,"3F, GRANDUO Tachikawa, 3-2-1, Shibasaki-cho, Tachikawa-shi",35.6974909,139.4143584,DOS,2020.0,5.963039014373717,500,2504.4981394523998,232.6753906495463,94.0,1,Urban SC,Commercial building, Tokyo,東京都,Tachikawa City,立川市,low_density,0,4.0,4,8,14,3.0,3,6,7,0.0,0,0,0,0.0,1,2,4,7.0,8,16,25,1.0,1,2,2,gc_1315,0.1194082133058026,1.0,1,2,2,0.0,0,0,0,3.0,8,10,17,47417.0,36970.0,113488.0,36970.0,179188.0,73570.0,270876.0,73570.0,2.0,5,16,31,stn_7568,0.07968125842922762,369390.0,340059.0,438272.0,407096.0,695422.0,644085.0,1044076.0,966188.0,0.0,0,0,0,stn_5738,28.01540603877384,0.0,22,88,205,0.0,0,6,11,0.0,2,10,21,0.0,12,14,21,577,279,306.1,5317870,13290976,3044031,1855343,19,18,27,43,50,9,7,15,21,22,52,0.0,3,27,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87485.66666666666,71391.41666666666,57363.583333333336,56995.08333333333,78242.66666666666,63387.0,56499.58333333333,55268.75,271770.8333333333,249605.33333333334,234544.75,233847.0,261254.5833333333,242579.5,232054.0833333333,231265.25,609943.3333333334,612204.3333333333,618090.0833333333,617050.1666666666,619179.6666666667,619327.0833333333,619866.1666666666,619667.4166666666
